date,home_team,away_team,home_score,away_score,tournament,location,home_elo_rating,away_elo_rating,home_elo_rank,away_elo_rank,home_market_value,away_market_value
2024-01-29,Cape Verde,Mauritania,1,0,African Nations Cup,Ivory Coast,1558,1390,66,107,53430000.0,23600000.0
2024-01-30,Mali,Burkina Faso,2,1,African Nations Cup,Ivory Coast,1649,1522,50,74,35700000.0,121230000.0
2024-01-30,South Africa,Morocco,2,0,African Nations Cup,Ivory Coast,1575,1773,63,26,41150000.0,456000000.0
2024-01-30,Uzbekistan,Thailand,2,1,Asian Cup,Qatar,1663,1420,47,101,79280000.0,6380000.0
2024-01-30,Saudi Arabia,South Korea,1,1,Asian Cup,Qatar,1616,1761,58,30,27630000.0,142200000.0
2024-01-31,Iran,Syria,1,1,Asian Cup,Qatar,1824,1460,20,93,34680000.0,7200000.0
2024-01-31,Japan,Bahrain,3,1,Asian Cup,Qatar,1880,1459,15,94,263899999.0,6230000.0
2024-02-02,South Korea,Australia,2,1,Asian Cup,Qatar,1788,1765,25,28,142200000.0,51330000.0
2024-02-02,Jordan,Tajikistan,1,0,Asian Cup,Qatar,1569,1385,64,108,16079999.0,7700000.0
2024-02-02,Nigeria,Angola,1,0,African Nations Cup,Ivory Coast,1662,1514,48,77,218080000.0,52200000.0
2024-02-02,DR Congo,Guinea,3,1,African Nations Cup,Ivory Coast,1543,1461,72,92,153500000.0,74250000.0
2024-02-03,Qatar,Uzbekistan,1,1,Asian Cup,Qatar,1564,1663,68,47,17930000.0,79280000.0
2024-02-03,Iran,Japan,2,1,Asian Cup,Qatar,1853,1851,15,16,34680000.0,263899999.0
2024-02-03,Ivory Coast,Mali,2,1,African Nations Cup,Ivory Coast,1580,1625,63,56,514900000.0,35700000.0
2024-02-03,Cape Verde,South Africa,0,0,African Nations Cup,Ivory Coast,1559,1574,69,64,53430000.0,41150000.0
2024-02-06,Jordan,South Korea,2,0,Asian Cup,Qatar,1627,1730,56,36,16079999.0,142200000.0
2024-02-07,Ivory Coast,DR Congo,1,0,African Nations Cup,Ivory Coast,1596,1527,64,72,514900000.0,153500000.0
2024-02-07,Qatar,Iran,3,2,Asian Cup,Qatar,1601,1816,63,20,17930000.0,34680000.0
2024-02-07,Nigeria,South Africa,1,1,African Nations Cup,Ivory Coast,1656,1580,50,66,218080000.0,41150000.0
2024-02-10,Qatar,Jordan,3,1,Asian Cup,Qatar,1631,1597,55,63,17930000.0,16079999.0
2024-02-10,DR Congo,South Africa,0,0,African Nations Cup,Ivory Coast,1531,1576,72,66,153500000.0,41150000.0
2024-02-11,Ivory Coast,Nigeria,2,1,African Nations Cup,Ivory Coast,1618,1634,58,54,514900000.0,218080000.0
2024-03-20,Eswatini,Somalia,3,0,African Nations Cup qual,Morocco,1263,886,152,201,1080000.0,860000.0
2024-03-20,Liberia,Djibouti,2,0,African Nations Cup qual,Morocco,1264,913,150,197,14150000.0,575000.0
2024-03-20,Tonga,Samoa,1,4,Oceania Cup qualifier,Tonga,496,726,238,215,10000.0,350000.0
2024-03-21,Iraq,Philippines,1,0,World Cup & As Cup q,Iraq,1640,1052,51,182,19780000.0,6430000.0
2024-03-21,Iran,Turkmenistan,5,0,World Cup & As Cup q,Iran,1817,1215,21,161,34680000.0,2950000.0
2024-03-21,Indonesia,Vietnam,1,0,World Cup & As Cup q,Indonesia,1297,1318,139,132,30580000.0,6380000.0
2024-03-21,Hong Kong,Uzbekistan,0,2,World Cup & As Cup q,Hong Kong,1060,1666,180,47,3600000.0,79280000.0
2024-03-21,Afghanistan,India,0,0,World Cup & As Cup q,Saudi Arabia,1086,1228,175,158,325000.0,4800000.0
2024-03-21,Bahrain,Nepal,5,0,World Cup & As Cup q,Bahrain,1461,898,92,200,6230000.0,1330000.0
2024-03-21,Australia,Lebanon,2,0,World Cup & As Cup q,Australia,1767,1284,29,144,51330000.0,6430000.0
2024-03-21,Japan,North Korea,1,0,World Cup & As Cup q,Japan,1852,1369,16,110,263899999.0,6850000.0
2024-03-21,Lithuania,Gibraltar,1,0,European Nations League C,Portugal,1326,1050,128,183,18550000.0,1380000.0
2024-03-21,Poland,Estonia,5,1,European Champ qual,Poland,1714,1357,39,115,214000000.0,7000000.0
2024-03-21,Iceland,Israel,4,1,European Champ qual,Hungary,1550,1557,72,70,74000000.0,86900000.0
2024-03-21,Greece,Kazakhstan,5,0,European Champ qual,Greece,1738,1477,35,88,315600000.0,17700000.0
2024-03-21,Georgia,Luxembourg,2,0,European Champ qual,Georgia,1650,1507,50,80,199050000.0,32900000.0
2024-03-21,Bosnia and Herzegovina,Ukraine,1,2,European Champ qual,Bosnia and Herzegovina,1478,1857,87,15,133400000.0,288200000.0
2024-03-21,United States,Jamaica,3,1,CONCACAF Nat League,the United States,1772,1610,27,61,356700000.0,53850000.0
2024-03-21,Mexico,Panama,3,0,CONCACAF Nat League,the United States,1826,1733,19,36,79800000.0,32400000.0
2024-03-21,Myanmar,Syria,1,1,World Cup & As Cup q,Myanmar,927,1443,196,96,3130000.0,7200000.0
2024-03-21,Wales,Finland,4,1,European Champ qual,Wales,1715,1621,38,57,199050000.0,41700000.0
2024-03-21,Oman,Malaysia,2,0,World Cup & As Cup q,Oman,1526,1284,74,144,6100000.0,7130000.0
2024-03-21,Palestine,Bangladesh,5,0,World Cup & As Cup q,Kuwait,1417,938,102,194,7630000.0,7740000.0
2024-03-21,Guinea,Vanuatu,6,0,FIFA Series,Saudi Arabia,1467,1073,91,177,74250000.0,585000.0
2024-03-21,Pakistan,Jordan,0,3,World Cup & As Cup q,Pakistan,830,1598,207,63,3440000.0,16079999.0
2024-03-21,Andorra,South Africa,1,1,FIFA Series,Algeria,1115,1563,170,68,3340000.0,41150000.0
2024-03-21,United Arab Emirates,Yemen,2,1,World Cup & As Cup q,the United Arab Emirates,1503,1102,81,172,31130000.0,1850000.0
2024-03-21,Taiwan,Kyrgyzstan,0,2,World Cup & As Cup q,Taiwan,912,1267,198,149,1920000.0,7580000.0
2024-03-21,South Korea,Thailand,1,1,World Cup & As Cup q,South Korea,1713,1437,40,99,142200000.0,6380000.0
2024-03-21,Singapore,China,2,2,World Cup & As Cup q,Singapore,1128,1400,169,103,4380000.0,12480000.0
2024-03-21,Saudi Arabia,Tajikistan,1,0,World Cup & As Cup q,Saudi Arabia,1621,1380,57,108,27630000.0,7700000.0
2024-03-21,Qatar,Kuwait,3,0,World Cup & As Cup q,Qatar,1638,1333,53,126,17930000.0,4350000.0
2024-03-21,Cape Verde,Guyana,1,0,FIFA Series,Saudi Arabia,1564,1268,67,148,53430000.0,1500000.0
2024-03-22,Bermuda,Brunei,2,0,FIFA Series,Saudi Arabia,1149,596,165,232,375000.0,680000.0
2024-03-22,Central African Republic,Bhutan,6,0,FIFA Series,Sri Lanka,1303,622,137,229,6980000.0,690000.0
2024-03-22,Bulgaria,Tanzania,1,0,FIFA Series,Azerbaijan,1468,1351,90,115,29750000.0,7530000.0
2024-03-22,Azerbaijan,Mongolia,1,0,FIFA Series,Azerbaijan,1497,794,84,210,16230000.0,500000.0
2024-03-22,Algeria,Bolivia,3,2,FIFA Series,Algeria,1671,1602,46,62,227850000.0,19280000.0
2024-03-22,Sao Tome and Principe,South Sudan,1,1,African Nations Cup qual,Morocco,1059,1139,181,167,1430000.0,1600000.0
2024-03-22,Chad,Mauritius,1,0,African Nations Cup qual,Cameroon,1169,1029,164,184,6100000.0,850000.0
2024-03-22,US Virgin Islands,British Virgin Islands,1,1,World Cup qualifier,the US VirgIslands,610,661,231,227,0.0,0.0
2024-03-22,Anguilla,Turks and Caicos Islands,0,0,World Cup qualifier,Anguilla,558,698,236,220,0.0,50000.0
2024-03-22,Egypt,New Zealand,1,0,FIFA Series and Capital Cup,Egypt,1646,1518,51,75,108830000.0,31700000.0
2024-03-22,Equatorial Guinea,Cambodia,2,0,FIFA Series,Saudi Arabia,1570,847,65,205,12050000.0,2480000.0
2024-03-22,Sri Lanka,Papua New Guinea,0,0,FIFA Series,Sri Lanka,700,1096,217,172,885000.0,0.0
2024-03-23,Canada,Trinidad and Tobago,2,0,Copa America qualifier,the United States,1715,1417,38,101,129050000.0,10100000.0
2024-03-23,Costa Rica,Honduras,3,1,Copa America qualifier,the United States,1606,1490,62,85,18700000.0,16300000.0
2024-03-23,Samoa,Cook Islands,1,0,Oceania Cup qualifier,Tonga,744,668,215,224,350000.0,0.0
2024-03-23,Croatia,Tunisia,0,0,FIFA Series and Capital Cup,Egypt,1941,1684,12,45,357300000.0,66550000.0
2024-03-24,Jamaica,Panama,1,0,CONCACAF Nat League,the United States,1637,1706,55,42,53850000.0,32400000.0
2024-03-25,Central African Republic,Papua New Guinea,4,0,FIFA Series,Sri Lanka,1316,1083,134,175,6980000.0,0.0
2024-03-25,Azerbaijan,Bulgaria,1,1,FIFA Series,Azerbaijan,1492,1473,84,90,16230000.0,29750000.0
2024-03-25,Bolivia,Andorra,1,0,FIFA Series,Algeria,1604,1113,63,170,19280000.0,3340000.0
2024-03-25,Cape Verde,Equatorial Guinea,1,0,FIFA Series,Saudi Arabia,1579,1555,65,69,53430000.0,12050000.0
2024-03-25,Guinea,Bermuda,5,1,FIFA Series,Saudi Arabia,1475,1141,89,165,74250000.0,375000.0
2024-03-25,Sri Lanka,Bhutan,2,0,FIFA Series,Sri Lanka,712,610,217,230,885000.0,690000.0
2024-03-25,Tanzania,Mongolia,3,0,FIFA Series,Azerbaijan,1353,792,117,210,7530000.0,500000.0
2024-03-26,Uzbekistan,Hong Kong,3,0,World Cup & As Cup q,Uzbekistan,1667,1059,46,180,79280000.0,3600000.0
2024-03-26,Vietnam,Indonesia,0,3,World Cup & As Cup q,Vietnam,1271,1344,148,121,6380000.0,30580000.0
2024-03-26,Georgia,Greece,0,0,European Champ qual,Georgia,1649,1739,50,34,199050000.0,315600000.0
2024-03-26,Ukraine,Iceland,2,1,European Champ qual,Poland,1863,1544,15,72,288200000.0,74000000.0
2024-03-26,Wales,Poland,0,0,European Champ qual,Wales,1709,1720,41,38,199050000.0,214000000.0
2024-03-26,Lithuania,Gibraltar,1,0,European Nations League C,Lithuania,1330,1046,126,182,18550000.0,1380000.0
2024-03-26,Mauritius,Chad,1,2,African Nations Cup qual,Mauritius,1011,1187,185,163,850000.0,6100000.0
2024-03-26,Liberia,Djibouti,0,0,African Nations Cup qual,Liberia,1247,930,153,196,14150000.0,575000.0
2024-03-26,Sao Tome and Principe,South Sudan,0,0,African Nations Cup qual,Morocco,1064,1134,179,167,1430000.0,1600000.0
2024-03-26,Tonga,Cook Islands,0,1,Oceania Cup qualifier,Tonga,480,684,239,222,10000.0,0.0
2024-03-26,Algeria,South Africa,3,3,FIFA Series,Algeria,1663,1571,48,66,227850000.0,41150000.0
2024-03-26,Eswatini,Somalia,2,2,African Nations Cup qual,South Africa,1247,902,153,200,1080000.0,860000.0
2024-03-26,United Arab Emirates,Yemen,3,0,World Cup & As Cup q,Saudi Arabia,1509,1096,79,172,31130000.0,1850000.0
2024-03-26,Syria,Myanmar,7,0,World Cup & As Cup q,Saudi Arabia,1447,923,96,197,7200000.0,3130000.0
2024-03-26,Tajikistan,Saudi Arabia,1,1,World Cup & As Cup q,Tajikistan,1388,1613,109,59,7700000.0,27630000.0
2024-03-26,Philippines,Iraq,0,5,World Cup & As Cup q,the Philippines,1047,1645,181,53,6430000.0,19780000.0
2024-03-26,Malaysia,Oman,0,2,World Cup & As Cup q,Malaysia,1266,1544,151,72,7130000.0,6100000.0
2024-03-26,Kyrgyzstan,Taiwan,5,1,World Cup & As Cup q,Kyrgyzstan,1272,907,146,198,7580000.0,1920000.0
2024-03-26,Kuwait,Qatar,1,2,World Cup & As Cup q,Kuwait,1324,1647,128,51,4350000.0,17930000.0
2024-03-26,Jordan,Pakistan,7,0,World Cup & As Cup q,Jordan,1599,829,64,207,16079999.0,3440000.0
2024-03-26,India,Afghanistan,1,2,World Cup & As Cup q,India,1196,1118,162,170,4800000.0,325000.0
2024-03-26,China,Singapore,4,1,World Cup & As Cup q,China,1407,1121,104,169,12480000.0,4380000.0
2024-03-26,Bangladesh,Palestine,0,1,World Cup & As Cup q,Bangladesh,934,1421,195,100,7740000.0,7630000.0
2024-03-26,Bahrain,Nepal,3,0,World Cup & As Cup q,Bahrain,1463,896,92,201,6230000.0,1330000.0
2024-03-26,Australia,Lebanon,5,0,World Cup & As Cup q,Australia,1770,1281,29,144,51330000.0,6430000.0
2024-03-26,Turks and Caicos Islands,Anguilla,1,1,World Cup qualifier,Turks and Caicos Islands,686,570,221,235,50000.0,0.0
2024-03-26,British Virgin Islands,US Virgin Islands,0,0,World Cup qualifier,the British VirgIslands,653,618,227,230,0.0,0.0
2024-03-26,Thailand,South Korea,0,3,World Cup & As Cup q,Thailand,1418,1732,101,37,6380000.0,142200000.0
2024-03-26,Brunei,Vanuatu,3,2,FIFA Series,Saudi Arabia,624,1045,229,183,680000.0,585000.0
2024-03-26,Turkmenistan,Iran,0,1,World Cup & As Cup q,Turkmenistan,1213,1819,160,20,2950000.0,34680000.0
2024-03-26,New Zealand,Tunisia,0,0,FIFA Series and Capital Cup,Egypt,1525,1677,75,45,31700000.0,66550000.0
2024-03-26,Egypt,Croatia,2,4,FIFA Series and Capital Cup,Egypt,1635,1952,55,12,108830000.0,357300000.0
2024-03-26,Guyana,Cambodia,4,1,FIFA Series,Saudi Arabia,1272,843,146,205,1500000.0,2480000.0
2024-06-05,Antigua and Barbuda,Bermuda,1,1,World Cup qualifier,Antigua and Barbuda,1013,1139,185,166,650000.0,375000.0
2024-06-05,Curaçao,Barbados,4,1,World Cup qualifier,Curaçao,1341,934,121,194,28680000.0,200000.0
2024-06-05,Nicaragua,Montserrat,4,1,World Cup qualifier,Nicaragua,1327,1016,129,184,2580000.0,375000.0
2024-06-05,Suriname,St Vincent & Grenadines,4,1,World Cup qualifier,Suriname,1316,1075,135,178,37650000.0,0.0
2024-06-05,Trinidad and Tobago,Grenada,2,2,World Cup qualifier,Trinidad and Tobago,1410,1088,102,174,10100000.0,1750000.0
2024-06-05,Central African Republic,Chad,1,0,World Cup qualifier,Morocco,1329,1174,128,164,6980000.0,6100000.0
2024-06-05,Liberia,Namibia,1,1,World Cup qualifier,South Africa,1254,1359,153,113,14150000.0,2080000.0
2024-06-05,Sierra Leone,Djibouti,2,1,World Cup qualifier,Morocco,1311,926,136,196,13430000.0,575000.0
2024-06-05,Guatemala,Dominica,6,0,World Cup qualifier,Guatemala,1486,1007,86,187,5400000.0,0.0
2024-06-05,Tunisia,Equatorial Guinea,1,0,World Cup qualifier,Tunisia,1686,1546,45,71,66550000.0,12050000.0
2024-06-05,Togo,South Sudan,1,1,World Cup qualifier,Togo,1377,1149,109,165,29680000.0,1600000.0
2024-06-06,Senegal,DR Congo,1,1,World Cup qualifier,Senegal,1761,1546,30,72,474000000.0,153500000.0
2024-06-06,Mauritania,Sudan,0,2,World Cup qualifier,Mauritania,1350,1373,117,110,23600000.0,3250000.0
2024-06-06,Mali,Ghana,1,2,World Cup qualifier,Mali,1614,1532,59,75,35700000.0,220780000.0
2024-06-06,Malawi,Sao Tome and Principe,3,1,World Cup qualifier,Malawi,1307,1056,137,180,2049999.0,1430000.0
2024-06-06,Libya,Mauritius,2,1,World Cup qualifier,Libya,1410,1009,102,186,11430000.0,850000.0
2024-06-06,Guinea-Bissau,Ethiopia,0,0,World Cup qualifier,Guinea-Bissau,1350,1300,117,139,41400000.0,2780000.0
2024-06-06,Costa Rica,Saint Kitts and Nevis,4,0,World Cup qualifier,Costa Rica,1614,1077,59,177,18700000.0,575000.0
2024-06-06,Jamaica,Dominican Republic,1,0,World Cup qualifier,Jamaica,1639,1206,52,161,53850000.0,18030000.0
2024-06-06,Benin,Rwanda,1,0,World Cup qualifier,Ivory Coast,1365,1317,111,134,17080000.0,6800000.0
2024-06-06,Algeria,Guinea,1,2,World Cup qualifier,Algeria,1629,1509,53,80,227850000.0,74250000.0
2024-06-06,Panama,Guyana,2,0,World Cup qualifier,Panama,1709,1259,41,152,32400000.0,1500000.0
2024-06-06,Honduras,Cuba,3,1,World Cup qualifier,Honduras,1497,1294,83,140,16300000.0,2100000.0
2024-06-06,Haiti,Saint Lucia,2,1,World Cup qualifier,Barbados,1497,1088,83,173,56830000.0,250000.0
2024-06-06,El Salvador,Puerto Rico,0,0,World Cup qualifier,El Salvador,1381,1146,107,166,6960000.0,1180000.0
2024-06-06,Afghanistan,Qatar,0,0,World Cup & As Cup q,Saudi Arabia,1136,1629,169,53,325000.0,17930000.0
2024-06-06,Egypt,Burkina Faso,2,1,World Cup qualifier,Egypt,1643,1493,51,85,108830000.0,121230000.0
2024-06-06,Bahrain,Yemen,0,0,World Cup & As Cup q,Bahrain,1446,1113,95,171,6230000.0,1850000.0
2024-06-06,North Korea,Syria,1,0,World Cup & As Cup q,Laos,1393,1423,106,99,6850000.0,7200000.0
2024-06-06,China,Thailand,1,1,World Cup & As Cup q,China,1402,1423,104,99,12480000.0,6380000.0
2024-06-06,Vietnam,Philippines,3,2,World Cup & As Cup q,Vietnam,1276,1042,146,183,6380000.0,6430000.0
2024-06-06,Uzbekistan,Turkmenistan,3,1,World Cup & As Cup q,Uzbekistan,1669,1218,46,159,79280000.0,2950000.0
2024-06-06,United Arab Emirates,Nepal,4,0,World Cup & As Cup q,Saudi Arabia,1511,894,79,201,31130000.0,1330000.0
2024-06-06,Bangladesh,Australia,0,2,World Cup & As Cup q,Bangladesh,933,1771,195,27,7740000.0,51330000.0
2024-06-06,Singapore,South Korea,0,7,World Cup & As Cup q,Singapore,1116,1737,170,37,4380000.0,142200000.0
2024-06-06,Taiwan,Oman,0,3,World Cup & As Cup q,Taiwan,904,1547,198,71,1920000.0,6100000.0
2024-06-06,Myanmar,Japan,0,5,World Cup & As Cup q,Myanmar,922,1853,197,17,3130000.0,263899999.0
2024-06-06,Lebanon,Palestine,0,0,World Cup & As Cup q,Qatar,1289,1413,142,101,6430000.0,7630000.0
2024-06-06,Kyrgyzstan,Malaysia,1,1,World Cup & As Cup q,Kyrgyzstan,1266,1272,150,147,7580000.0,7130000.0
2024-06-06,Jordan,Tajikistan,3,0,World Cup & As Cup q,Jordan,1609,1378,63,108,16079999.0,7700000.0
2024-06-06,Indonesia,Iraq,0,2,World Cup & As Cup q,Indonesia,1327,1659,127,47,30580000.0,19780000.0
2024-06-06,India,Kuwait,0,0,World Cup & As Cup q,India,1198,1322,162,130,4800000.0,4350000.0
2024-06-06,Hong Kong,Iran,2,4,World Cup & As Cup q,Hong Kong,1058,1820,179,20,3600000.0,34680000.0
2024-06-06,Pakistan,Saudi Arabia,0,3,World Cup & As Cup q,Pakistan,828,1614,206,59,3440000.0,27630000.0
2024-06-07,Morocco,Zambia,2,1,World Cup qualifier,Morocco,1770,1478,28,89,456000000.0,14630000.0
2024-06-07,Nigeria,South Africa,1,1,World Cup qualifier,Nigeria,1618,1579,59,65,218080000.0,41150000.0
2024-06-07,Mozambique,Somalia,2,1,World Cup qualifier,Mozambique,1365,900,112,200,30100000.0,860000.0
2024-06-07,Madagascar,Comoros,2,1,World Cup qualifier,South Africa,1312,1282,135,146,8230000.0,3280000.0
2024-06-07,Uganda,Botswana,1,0,World Cup qualifier,Uganda,1373,1326,110,128,8750000.0,3080000.0
2024-06-07,Lesotho,Zimbabwe,2,0,World Cup qualifier,South Africa,1286,1284,143,144,675000.0,7100000.0
2024-06-07,Ivory Coast,Gabon,1,0,World Cup qualifier,Ivory Coast,1635,1424,53,97,514900000.0,34450000.0
2024-06-07,Burundi,Kenya,1,1,World Cup qualifier,Malawi,1284,1395,144,105,12450000.0,10930000.0
2024-06-07,Angola,Eswatini,1,0,World Cup qualifier,Angola,1510,1243,80,155,52200000.0,1080000.0
2024-06-08,Estonia,Faroe Islands,4,1,Baltic Cup,Estonia,1366,1255,112,153,7000000.0,4950000.0
2024-06-08,Gambia,Seychelles,5,1,World Cup qualifier,Morocco,1358,851,117,205,72280000.0,1030000.0
2024-06-08,Cameroon,Cape Verde,4,1,World Cup qualifier,Cameroon,1582,1552,65,70,197400000.0,53430000.0
2024-06-08,Trinidad and Tobago,Bahamas,7,1,World Cup qualifier,Saint Kitts and Nevis,1413,813,101,209,10100000.0,0.0
2024-06-08,Anguilla,Suriname,0,4,World Cup qualifier,Anguilla,600,1318,233,131,0.0,37650000.0
2024-06-08,British Virgin Islands,Guatemala,0,3,World Cup qualifier,the British VirgIslands,652,1487,227,87,0.0,5400000.0
2024-06-08,Belize,Nicaragua,0,4,World Cup qualifier,Belize,1056,1349,179,122,375000.0,2580000.0
2024-06-08,Aruba,Curaçao,0,2,World Cup qualifier,Aruba,985,1353,190,118,125000.0,28680000.0
2024-06-08,Latvia,Lithuania,0,2,Baltic Cup,Latvia,1312,1359,133,115,17530000.0,18550000.0
2024-06-08,Cayman Islands,Antigua and Barbuda,1,0,World Cup qualifier,the Cayman Islands,824,987,208,189,0.0,650000.0
2024-06-09,Grenada,Costa Rica,0,3,World Cup qualifier,Grenada,1082,1620,175,59,1750000.0,18700000.0
2024-06-09,El Salvador,St Vincent & Grenadines,3,1,World Cup qualifier,Suriname,1390,1066,107,177,6960000.0,0.0
2024-06-09,Panama,Montserrat,3,1,World Cup qualifier,Nicaragua,1710,1015,41,184,32400000.0,375000.0
2024-06-09,Bermuda,Honduras,1,6,World Cup qualifier,Bermuda,1124,1512,169,78,375000.0,16300000.0
2024-06-09,Barbados,Haiti,1,3,World Cup qualifier,Barbados,930,1501,196,84,200000.0,56830000.0
2024-06-09,Dominica,Jamaica,2,3,World Cup qualifier,Dominica,1005,1641,186,52,0.0,53850000.0
2024-06-09,DR Congo,Togo,1,0,World Cup qualifier,DR Congo,1553,1370,69,112,153500000.0,29680000.0
2024-06-09,Djibouti,Ethiopia,1,1,World Cup qualifier,Morocco,942,1284,193,143,575000.0,2780000.0
2024-06-09,Mauritania,Senegal,0,1,World Cup qualifier,Mauritania,1344,1767,124,30,23600000.0,474000000.0
2024-06-09,Liberia,Sao Tome and Principe,1,0,World Cup qualifier,Morocco,1264,1046,151,181,14150000.0,1430000.0
2024-06-09,Namibia,Tunisia,0,0,World Cup qualifier,South Africa,1374,1671,109,45,2080000.0,66550000.0
2024-06-10,Benin,Nigeria,2,1,World Cup qualifier,Ivory Coast,1397,1586,105,64,17080000.0,218080000.0
2024-06-10,Botswana,Somalia,3,1,World Cup qualifier,Mozambique,1331,895,125,200,3080000.0,860000.0
2024-06-10,Burkina Faso,Sierra Leone,2,2,World Cup qualifier,Mali,1483,1321,86,130,121230000.0,13430000.0
2024-06-10,Equatorial Guinea,Malawi,1,0,World Cup qualifier,Equatorial Guinea,1551,1302,72,137,12050000.0,2049999.0
2024-06-10,Guinea-Bissau,Egypt,1,1,World Cup qualifier,Guinea-Bissau,1360,1633,116,54,41400000.0,108830000.0
2024-06-10,Ghana,Central African Republic,4,3,World Cup qualifier,Ghana,1538,1323,75,128,220780000.0,6980000.0
2024-06-10,Uganda,Algeria,1,2,World Cup qualifier,Uganda,1361,1641,115,51,8750000.0,227850000.0
2024-06-10,Mozambique,Guinea,1,0,World Cup qualifier,Morocco,1393,1481,107,88,30100000.0,74250000.0
2024-06-11,Morocco,Congo,6,0,World Cup qualifier,Morocco,1773,1268,28,150,456000000.0,2600000.0
2024-06-11,Iran,Uzbekistan,0,0,World Cup & As Cup q,Iran,1808,1681,20,44,34680000.0,79280000.0
2024-06-11,Iraq,Vietnam,3,1,World Cup & As Cup q,Iraq,1663,1272,49,149,19780000.0,6380000.0
2024-06-11,Indonesia,Philippines,2,0,World Cup & As Cup q,Indonesia,1333,1036,126,183,30580000.0,6430000.0
2024-06-11,Australia,Palestine,5,0,World Cup & As Cup q,Australia,1776,1408,26,102,51330000.0,7630000.0
2024-06-11,Zambia,Tanzania,0,1,World Cup qualifier,Zambia,1446,1377,94,112,14630000.0,7530000.0
2024-06-11,South Sudan,Sudan,0,3,World Cup qualifier,South Sudan,1126,1396,168,108,1600000.0,3250000.0
2024-06-11,South Africa,Zimbabwe,3,1,World Cup qualifier,South Africa,1585,1278,65,146,41150000.0,7100000.0
2024-06-11,Rwanda,Lesotho,1,0,World Cup qualifier,South Africa,1335,1268,125,150,6800000.0,675000.0
2024-06-11,Mauritius,Eswatini,2,1,World Cup qualifier,Mauritius,1036,1216,183,158,850000.0,1080000.0
2024-06-11,Dominican Republic,British Virgin Islands,4,0,World Cup qualifier,the Dominican Republic,1208,650,160,227,18030000.0,0.0
2024-06-11,Ivory Coast,Kenya,0,0,World Cup qualifier,Malawi,1623,1407,57,103,514900000.0,10930000.0
2024-06-11,Gabon,Gambia,3,2,World Cup qualifier,Gabon,1435,1347,96,122,34450000.0,72280000.0
2024-06-11,Comoros,Chad,2,0,World Cup qualifier,Morocco,1303,1153,137,164,3280000.0,6100000.0
2024-06-11,Burundi,Seychelles,3,1,World Cup qualifier,Morocco,1289,846,141,204,12450000.0,1030000.0
2024-06-11,Angola,Cameroon,1,1,World Cup qualifier,Angola,1508,1584,80,66,52200000.0,197400000.0
2024-06-11,Saint Kitts and Nevis,Bahamas,1,0,World Cup qualifier,Saint Kitts and Nevis,1081,809,176,209,575000.0,0.0
2024-06-11,Puerto Rico,Anguilla,8,0,World Cup qualifier,Puerto Rico,1148,598,165,233,1180000.0,0.0
